Observation Number,Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
380,03 01 2018 15:10,366.0793152,5.346119881,425.803377,216.8318024
381,03 01 2018 15:20,183.0379028,4.379333019,196.8860292,220.0410004
382,03 01 2018 15:30,7.347679138,3.011370897,16.3742125,238.6905975
383,03 01 2018 15:40,0,3.743307114,83.98626485,245.0682068
384,03 01 2018 15:50,12.34420013,3.24625206,28.73127208,238.0765076
385,03 01 2018 16:00,-0.393067598,2.185888052,0,238.4102936
386,03 01 2018 16:10,0,2.142015934,0,234.7624054
387,03 01 2018 16:20,0,2.501405954,0,223.3088074
388,03 01 2018 16:30,0,2.668577909,0,226.0516968
389,03 01 2018 16:40,0,3.034003019,17.18059304,221.0865021
390,03 01 2018 16:50,0,3.197354078,25.43122108,232.6795959
391,03 01 2018 17:00,0,3.907810926,110.9796039,241.9730988
392,03 01 2018 17:10,65.98790741,3.801294088,93.00718811,221.5258942
393,03 01 2018 17:20,157.8495026,4.43715477,208.8146524,225.1553955
394,03 01 2018 17:30,50.42205048,3.677906036,74.4575207,220.4692993
395,03 01 2018 17:40,88.1881485,4.115369797,144.7212631,222.5281067
396,03 01 2018 17:50,242.3132935,4.987364769,332.9015993,220.7682037
397,03 01 2018 18:00,262.8019104,4.871101856,304.9535561,222.9488983
398,03 01 2018 18:10,584.6671143,5.921298981,598.7577677,212.7292938
399,03 01 2018 18:20,298.586792,5.030583858,343.5487361,216.0464935
400,03 01 2018 18:30,279.7724915,4.997858047,335.4735677,206.8820038
401,03 01 2018 18:40,823.4796143,6.434377193,780.5598676,208.842804
402,03 01 2018 18:50,883.265625,6.996636868,1014.475559,212.2098999
403,03 01 2018 19:00,1155.17395,7.625429153,1323.35127,205.5773926
404,03 01 2018 19:10,1400.389038,8.103025436,1589.535548,198.4824066
405,03 01 2018 19:20,1205.10498,7.518618107,1267.568261,207.7772064
406,03 01 2018 19:30,1292.051025,7.688251019,1356.847422,199.1479034
407,03 01 2018 19:40,1856.177002,8.459005356,1802.775046,192.9795074
408,03 01 2018 19:50,1928.175049,9.077300072,2193.93789,194.6878967
409,03 01 2018 20:00,1604.427002,8.439414978,1790.767706,196.0083008
410,03 01 2018 20:10,1599.995972,7.987431049,1522.807198,203.3475037
411,03 01 2018 20:20,1456.094971,7.939982891,1495.816905,209.9878998
412,03 01 2018 20:30,1386.623047,7.719861984,1373.888155,213.6096039
413,03 01 2018 20:40,1460.360962,7.774147034,1403.435097,214.1114044
414,03 01 2018 20:50,1894.795044,8.582259178,1878.957276,210.4824066
415,03 01 2018 21:00,1760.422974,8.339191437,1729.804577,212.0424042
416,03 01 2018 21:10,2010.977051,9.083572388,2198.000295,214.585495
417,03 01 2018 21:20,1828.81604,8.675281525,1937.131478,211.3721008
418,03 01 2018 21:30,1960.692993,9.150783539,2241.613462,208.8197937
419,03 01 2018 21:40,1900.447998,9.191649437,2268.199522,204.3585052
420,03 01 2018 21:50,1549.958008,8.260289192,1682.388913,201.8890991
421,03 01 2018 22:00,1692.688965,8.48968792,1821.638384,194.9138947
422,03 01 2018 22:10,1931.083984,8.78850174,2008.641646,194.1036072
423,03 01 2018 22:20,2060.147949,8.9564991,2115.986258,193.3457947
424,03 01 2018 22:30,2069.625,9.095618248,2205.805875,195.2973938
425,03 01 2018 22:40,2037.266968,8.725904465,1969.014282,199.5845032
426,03 01 2018 22:50,1594.845947,8.112092018,1594.82568,197.5211029
427,03 01 2018 23:00,994.5827026,6.856678963,952.7545786,200.4409943
428,03 01 2018 23:10,1137.285034,7.279873848,1147.124788,200.8896942
429,03 01 2018 23:20,1267.858032,7.534298897,1275.663238,199.7960968
430,03 01 2018 23:30,1002.463013,6.945837021,991.791762,196.680603
431,03 01 2018 23:40,1172.348022,7.085527897,1054.959522,199.6690063
432,03 01 2018 23:50,1252.139038,7.406904221,1210.225036,197.4501953
433,04 01 2018 00:00,1121.166992,6.934106827,986.5997761,196.3952026
434,04 01 2018 00:10,1183.020996,7.151297092,1085.577233,194.0278931
435,04 01 2018 00:20,932.3084106,6.571721077,834.3322217,191.2942047
436,04 01 2018 00:30,989.5076904,6.759712219,911.3914755,190.1013947
437,04 01 2018 00:40,750.5510254,6.414824963,773.0743738,185.5180969
438,04 01 2018 00:50,825.7661743,6.523455143,815.1962332,187.6056976
439,04 01 2018 01:00,1116.487061,7.062949181,1044.579697,192.7353973
440,04 01 2018 01:10,986.7598877,6.692947865,883.5576994,196.0746002
441,04 01 2018 01:20,1018.14502,6.809185982,932.3551445,194.8430023
442,04 01 2018 01:30,659.1777954,6.096306801,656.9602747,192.4667969
443,04 01 2018 01:40,729.4874268,6.142684937,673.1894828,190.7617035
444,04 01 2018 01:50,864.5026245,6.430369854,779.022258,194.5778046
445,04 01 2018 02:00,1342.239014,7.538290977,1277.729355,197.9828033
446,04 01 2018 02:10,1279.098022,7.363255978,1188.27897,197.254303
447,04 01 2018 02:20,1351.391968,7.46066618,1237.646646,201.2154999
448,04 01 2018 02:30,1039.727051,7.031758785,1030.349722,199.337204
449,04 01 2018 02:40,876.0166016,6.874794006,960.6072518,194.1508026
450,04 01 2018 02:50,754.0079956,6.345135212,746.7335706,196.0812073
451,04 01 2018 03:00,1122.334961,7.185342789,1101.653759,198.135498
452,04 01 2018 03:10,907.7965698,6.635414124,859.9864071,199.4308014
453,04 01 2018 03:20,1009.737,6.927267075,983.5802763,194.1383057
454,04 01 2018 03:30,1806.98999,8.333586693,1726.419178,193.2097015
455,04 01 2018 03:40,2374.843994,9.532950401,2465.780065,191.9416962
456,04 01 2018 03:50,1779.208984,8.42602253,1782.575933,189.827301
457,04 01 2018 04:00,1334.980957,7.494080067,1254.910872,192.1376038
458,04 01 2018 04:10,1562.947021,8.009915352,1535.679929,192.0973053
459,04 01 2018 04:20,1562.116943,7.944521904,1498.388472,194.2440033
460,04 01 2018 04:30,1464.977051,7.72806406,1378.329691,200.2335968
461,04 01 2018 04:40,1312.358032,7.462277889,1238.475456,205.0283966
462,04 01 2018 04:50,767.0369873,6.420166969,775.1153796,200.6712952
463,04 01 2018 05:00,283.2593079,4.7484622,276.5245875,201.9185028
464,04 01 2018 05:10,687.1071777,6.264211178,716.8074668,208.1761017
465,04 01 2018 05:20,465.7536011,5.50088501,469.2545248,200.7915955
466,04 01 2018 05:30,355.6220093,5.27207613,405.760119,208.0086975
467,04 01 2018 05:40,467.8251953,5.701906204,529.0010043,217.7465057
468,04 01 2018 05:50,865.3469849,6.579235077,837.3348199,212.3013
469,04 01 2018 06:00,1512.972046,7.678398132,1351.561187,208.9172974
470,04 01 2018 06:10,1491.698975,7.89579916,1470.901705,217.2373962
471,04 01 2018 06:20,2004.44104,8.964849472,2121.355873,221.3515015
472,04 01 2018 06:30,1581.483032,8.083142281,1577.962305,219.8023987
473,04 01 2018 06:40,1431.620972,7.799798965,1417.519324,214.5469971
474,04 01 2018 06:50,1523.792969,7.978303909,1517.596799,216.9134064
475,04 01 2018 07:00,1693.270996,8.155491829,1620.257833,215.3661041
476,04 01 2018 07:10,1775.037964,8.248645782,1675.437185,211.0007935
477,04 01 2018 07:20,1875.410034,8.495847702,1825.433662,210.1282959
478,04 01 2018 07:30,1558.057983,7.96182394,1508.211169,208.8327026
479,04 01 2018 07:40,1811.088989,8.35203743,1737.573598,204.2586975
480,04 01 2018 07:50,1686.125977,8.135239601,1608.367728,198.5278015
481,04 01 2018 08:00,2362.262939,9.599003792,2516.478296,198.7720032
482,04 01 2018 08:10,2000.86499,8.982050896,2132.426304,197.4006958
483,04 01 2018 08:20,1169.964966,7.2846632,1149.461729,189.5783997
484,04 01 2018 08:30,1309.223999,7.521474838,1269.040544,182.8565979
485,04 01 2018 08:40,759.0145264,6.215313911,699.0669586,186.8215027
486,04 01 2018 08:50,498.1903076,5.501014233,469.2917094,195.8029938
487,04 01 2018 09:00,332.4820862,5.106607914,362.6279759,195.1764069
488,04 01 2018 09:10,253.5845032,4.649808884,254.4003993,191.6334991
489,04 01 2018 09:20,180.4122925,4.374350071,195.8669199,206.2425995
490,04 01 2018 09:30,258.3656921,4.833168983,296.0476529,196.2194977
491,04 01 2018 09:40,133.0052948,4.907478809,313.5912843,187.0084991
492,04 01 2018 12:40,0,2.888112068,0,0
493,04 01 2018 12:50,0,2.386636019,0,139.2751007
494,04 01 2018 13:00,0,2.476815939,0,153.8556061
495,04 01 2018 13:10,0,1.77384305,0,144.0395966
496,04 01 2018 13:20,0,2.48486495,0,142.8634033
497,04 01 2018 13:30,0,2.764512062,0,133.9111023
498,04 01 2018 13:40,0,2.5070889,0,103.2738037
499,04 01 2018 13:50,0,3.441704035,45.74272546,79.09410858
500,04 01 2018 14:00,0,2.484878063,0,106.4503021
501,04 01 2018 14:10,0,2.436743021,0,102.7186966
502,04 01 2018 14:20,0,2.359375954,0,107.3701019
503,04 01 2018 14:30,0,3.021173,16.71339969,94.58883667
504,04 01 2018 14:40,0,3.395319939,41.15246635,97.73842621
505,04 01 2018 14:50,0,3.413508892,42.91145285,101.6998978
506,04 01 2018 15:00,0,5.160031796,376.3091657,81.87310028
507,04 01 2018 15:10,0,5.161472797,376.6813732,62.48146057
508,04 01 2018 15:20,0,5.414981842,444.8721366,61.62747955
509,04 01 2018 15:30,0,6.778621197,919.3695705,67.9675827
510,04 01 2018 15:40,0,4.436894894,208.7606108,0
511,04 01 2018 15:50,210.7194977,5.013915062,339.4254412,50.42341995
512,04 01 2018 16:00,338.6500854,5.274309158,406.3577312,47.2641716
513,04 01 2018 16:10,518.5518188,5.915596962,596.8819872,43.18653107
514,04 01 2018 16:20,504.067688,5.858211994,578.1937936,42.6594696
515,04 01 2018 16:30,446.7330017,5.650877953,513.468126,52.86571121
516,04 01 2018 16:40,705.7045288,6.349774837,748.4708008,53.7215004
517,04 01 2018 16:50,795.3168945,6.636434078,860.4009723,53.08805084
518,04 01 2018 17:00,1012.676025,7.010248184,1020.608833,52.78892899
519,04 01 2018 17:10,1240.823975,7.559226036,1288.599129,55.33359909
520,04 01 2018 17:20,1282.074951,7.404004097,1208.758132,51.70399094
521,04 01 2018 17:30,941.5869141,6.80051899,928.6616421,53.39633179
522,04 01 2018 17:40,590.8366699,5.82537508,567.653659,45.68770981
523,04 01 2018 17:50,650.5629272,6.080101967,651.3438616,45.51879883
524,04 01 2018 18:00,871.5112305,6.582440853,838.6177863,40.36516953
525,04 01 2018 18:10,914.1212158,6.643204212,863.1557364,46.86555862
526,04 01 2018 18:20,835.84198,6.345364094,746.8192169,38.58917999
527,04 01 2018 18:30,624.9906006,6.042553902,638.4379438,48.70145035
528,04 01 2018 18:40,591.9558716,5.757640839,546.2595924,41.20378113
529,04 01 2018 18:50,509.3490906,5.694249153,526.6539705,46.98265076
530,04 01 2018 19:00,1190.81604,7.068666935,1047.201966,33.49834061
531,04 01 2018 19:10,963.7324829,6.641551018,862.482569,33.8251915
532,04 01 2018 19:20,980.9760742,6.690164089,882.4084228,27.36738968
533,04 01 2018 19:30,777.8479004,6.36333704,753.5623423,29.67544937
534,04 01 2018 19:40,980.223877,6.827414036,940.1524784,40.88489151
535,04 01 2018 19:50,962.4301758,6.71631813,893.2415095,41.12696838
536,04 01 2018 20:00,462.7698975,5.415152073,444.919796,41.6153717
537,04 01 2018 20:10,1139.240967,6.953413963,995.1545635,35.44075012
538,04 01 2018 20:20,1418.631958,7.42373991,1218.765432,36.21514893
539,04 01 2018 20:30,1716.139038,8.381437302,1755.404476,39.72340012
540,04 01 2018 20:40,1312.791016,7.493074894,1254.389015,46.13137817
541,04 01 2018 20:50,1222.020996,7.380391121,1196.860929,45.09289932
542,04 01 2018 21:00,703.7221069,6.244694233,709.6956846,42.08800888
543,04 01 2018 21:10,470.8012085,5.493409157,467.1059234,33.02647018
544,04 01 2018 21:20,387.34021,5.124141216,367.0928112,30.50971031
545,04 01 2018 21:30,402.4747925,5.285066128,409.242485,27.65151978
546,04 01 2018 21:40,460.2911987,5.539794922,480.5208029,28.00427055
547,04 01 2018 21:50,619.8723755,6.015673161,629.2911153,25.7741394
548,04 01 2018 22:00,470.2001038,5.59703207,497.3508864,23.50094986
549,04 01 2018 22:10,691.0140991,6.277314186,721.6050696,23.72624969
550,04 01 2018 22:20,826.9951782,6.49335289,803.3932558,20.42690086
551,04 01 2018 22:30,892.4243774,6.786591053,922.7448934,25.21842003
552,04 01 2018 22:40,907.1884155,6.764401913,913.3662189,30.23693085
553,04 01 2018 22:50,545.2653198,5.724936962,536.095229,29.67219925
554,04 01 2018 23:00,688.8358154,6.238166809,707.326293,30.00231934
555,04 01 2018 23:10,591.9088745,5.945401192,606.7245764,29.64308929
556,04 01 2018 23:20,660.6942749,6.17223978,683.651641,30.39785957
557,04 01 2018 23:30,747.4074707,6.351617813,749.1615205,30.28310966
558,04 01 2018 23:40,1174.243042,7.168983936,1093.909493,18.97281075
559,04 01 2018 23:50,873.4810181,6.629221916,857.4721041,17.22633934
560,05 01 2018 00:00,845.2050171,6.55459404,827.511985,12.58047009
561,05 01 2018 00:10,837.0637207,6.395040989,765.5427556,9.429060936
562,05 01 2018 00:20,949.4943237,6.797101021,927.2075123,4.961769104
563,05 01 2018 00:30,1045.36499,6.920464993,980.5831564,358.1897888
564,05 01 2018 00:40,791.0836182,6.278329849,721.977722,351.8651123
565,05 01 2018 00:50,994.7495728,6.682812214,879.3775226,2.56614089
566,05 01 2018 01:00,933.4232178,6.721062183,895.2150304,7.876725197
567,05 01 2018 01:10,1049.432983,7.131796837,1076.439327,14.10332012
568,05 01 2018 01:20,671.7241211,6.148598194,675.2752484,20.33539009
569,05 01 2018 01:30,966.8311768,6.896099091,969.8939666,21.0418396
570,05 01 2018 01:40,982.2590942,6.926294804,983.1515252,22.93596077
571,05 01 2018 01:50,825.6619263,6.567954063,832.8293134,33.37145996
572,05 01 2018 02:00,723.1392212,6.398931026,767.0202867,32.30049896
573,05 01 2018 02:10,418.6412048,5.446605206,453.7702746,30.16810989
574,05 01 2018 02:20,327.2762146,5.108693123,363.1576895,27.08235931
575,05 01 2018 02:30,388.316803,5.232514858,395.2422704,22.60456085
576,05 01 2018 02:40,167.2218018,4.243929863,169.6759343,30.59626007
577,05 01 2018 02:50,137.2467957,4.137093067,148.8807431,32.78860855
578,05 01 2018 03:00,130.7671051,4.160939217,153.4730055,30.18254089
579,05 01 2018 03:10,117.8118973,4.124106884,146.3914796,31.8532505
580,05 01 2018 03:20,111.3429031,4.126059055,146.7651643,26.32125092
581,05 01 2018 03:30,114.2955017,4.204703808,161.9741682,25.67859077
582,05 01 2018 03:40,143.7870941,4.355268002,191.9770866,27.08256912
583,05 01 2018 03:50,88.93582916,3.952167034,118.99911,36.21786118
584,05 01 2018 04:00,183.6699982,4.434104919,208.1806792,29.74682045
585,05 01 2018 04:10,82.14437866,3.678040981,74.47647719,25.84374046
586,05 01 2018 04:20,139.9472046,4.063600063,134.8987308,21.24472046
587,05 01 2018 04:30,434.5010986,5.488460064,465.6863498,17.45406914
588,05 01 2018 04:40,474.0610962,5.625834942,505.9375911,12.99639034
589,05 01 2018 04:50,415.1499939,5.394489765,439.1538423,12.51430988
590,05 01 2018 05:00,435.0263977,5.4572649,456.7899831,12.40832996
591,05 01 2018 05:10,402.3875122,5.450904846,454.9870522,15.87475014
592,05 01 2018 05:20,257.2170105,4.76416111,280.1054557,9.024561882
593,05 01 2018 05:30,137.417099,4.101181984,142.0168107,7.712677002
594,05 01 2018 05:40,102.3587036,3.941123009,116.9729377,7.581837177
595,05 01 2018 05:50,92.7376709,3.87789607,105.7487951,11.42055988
596,05 01 2018 06:00,78.11549377,3.836927891,98.81755605,29.3313694
597,05 01 2018 06:10,110.3116989,4.130588055,147.6328107,25.04413033
598,05 01 2018 06:20,102.552803,4.081981182,138.371917,24.68565941
599,05 01 2018 06:30,77.85061646,3.839956999,99.32084475,24.07126999
600,05 01 2018 06:40,81.45278168,3.975877047,123.4149463,23.42119026
601,05 01 2018 06:50,66.64151001,3.820688963,96.14447672,39.26622009
602,05 01 2018 07:00,90.01490784,3.98053503,124.2930366,52.09212112
603,05 01 2018 07:10,112.0342026,4.142834187,149.9838297,52.06705093
604,05 01 2018 07:20,82.11415863,3.929188967,114.8054178,52.53002167
605,05 01 2018 07:30,13.93430996,3.227394104,27.41325761,62.52310944
606,05 01 2018 07:40,0,2.693974972,0,63.97663116
607,05 01 2018 07:50,0,3.76078701,86.64893432,72.28019714
608,05 01 2018 08:00,55.44535065,3.734816074,82.71048743,69.53996277
609,05 01 2018 08:10,22.78053093,3.310203075,33.62457425,74.86411285
610,05 01 2018 08:20,4.355070114,2.853812933,0,85.75393677
611,05 01 2018 08:30,0,2.664561987,0,84.46118164
612,05 01 2018 08:40,0,3.140161991,22.05681442,92.12463379
613,05 01 2018 08:50,0,2.632610083,0,101.8510971
614,05 01 2018 09:00,0,1.738193035,0,99.7596817
615,05 01 2018 09:10,0,1.935835004,0,75.03088379
616,05 01 2018 09:20,0,1.757176995,0,73.65454865
617,05 01 2018 09:30,0,1.542072058,0,65.50054169
618,05 01 2018 09:40,0,1.623093009,0,53.91765976
619,05 01 2018 09:50,0,2.062084913,0,44.93912125
620,05 01 2018 10:00,0,2.059083939,0,40.33227158
621,05 01 2018 10:10,0,2.153846025,0,36.03804016
622,05 01 2018 10:20,0,2.047363997,0,56.5520401
623,05 01 2018 10:30,0,1.635233045,0,65.39498138
624,05 01 2018 10:40,0,0.838681579,0,64.3360672
625,05 01 2018 10:50,0,1.287089944,0,30.20119095
626,05 01 2018 11:00,0,1.370728016,0,24.33827972
627,05 01 2018 11:10,0,2.464360952,0,307.5815125
628,05 01 2018 11:20,0,3.067440033,18.5219337,308.2029114
629,05 01 2018 11:30,0,2.977355957,0,307.5805969
630,05 01 2018 11:40,0,2.896075964,0,313.1120911
631,05 01 2018 11:50,0,2.201855898,0,338.1872864
632,05 01 2018 12:00,0,3.418040991,43.35797331,308.2749023
633,05 01 2018 12:10,0,3.209656954,26.22550558,296.4602051
634,05 01 2018 12:20,0,3.092607975,19.64955416,302.644989
635,05 01 2018 12:30,0,2.95758605,0,306.2347107
636,05 01 2018 12:40,0,3.802710056,93.23419656,302.2344971
637,05 01 2018 12:50,0,2.681519032,0,300.1575012
638,05 01 2018 13:00,0,2.174657106,0,308.3120117
639,05 01 2018 13:10,0,2.12748909,0,285.7166138
640,05 01 2018 13:20,0,1.911278009,0,263.1394043
641,05 01 2018 13:30,0,1.717532039,0,250.1069031
642,05 01 2018 13:40,0,1.953783989,0,235.3231049
643,05 01 2018 13:50,0,2.104336023,0,231.5205994
644,05 01 2018 14:00,0,2.173634052,0,261.1196899
645,05 01 2018 14:10,0,1.786031008,0,250.3791046
646,05 01 2018 14:20,0,1.511755943,0,283.2633972
647,05 01 2018 14:30,0,1.59967804,0,323.84729
648,05 01 2018 14:40,0,1.383831024,0,311.7663879
649,05 01 2018 14:50,0,1.28223002,0,289.660614
650,05 01 2018 15:00,0,1.768030047,0,253.3930969
651,05 01 2018 15:10,0,1.630704045,0,238.4373932
652,05 01 2018 15:20,0,1.433897018,0,234.3511963
653,05 01 2018 15:30,0,1.669222951,0,247.1123962
654,05 01 2018 15:40,0,1.545390964,0,236.2960968
655,05 01 2018 15:50,0,1.981886983,0,235.3430939
656,05 01 2018 16:00,0,2.633574963,0,236.8869019
657,05 01 2018 16:10,0,2.414356947,0,229.2657928
658,05 01 2018 16:20,0,2.152529955,0,242.2501984
659,05 01 2018 16:30,0,2.120126009,0,234.2127991
660,05 01 2018 16:40,0,2.23940897,0,236.4194946
661,05 01 2018 16:50,0,2.801307917,0,243.9626007
662,05 01 2018 17:00,0,3.201854944,25.7189917,241.4969025
663,05 01 2018 17:10,0,2.875705957,0,236.6499023
664,05 01 2018 17:20,0,2.854813099,0,231.9618073
665,05 01 2018 17:30,0,2.863102913,0,214.8110046
666,05 01 2018 17:40,0,2.499380112,0,203.1401978
667,05 01 2018 17:50,0,2.928209066,0,208.8934021
668,05 01 2018 18:00,0,2.825680017,0,222.7451019
669,05 01 2018 18:10,0,2.271142006,0,225.7310944
670,05 01 2018 18:20,0,2.446209908,0,231.9817047
671,05 01 2018 18:30,0,2.877877951,0,224.1681976
672,05 01 2018 18:40,0,2.957370043,0,208.3934021
673,05 01 2018 18:50,0,3.568568945,60.05585785,208.1672058
674,05 01 2018 19:00,0,2.449913979,0,224.892395
675,05 01 2018 19:10,0,1.791203976,0,243.6520996
